mdate,coid,月營收(累計)
2020-03-01 00:00:00+00:00,3294,613.866
2020-03-01 00:00:00+00:00,3305,950.735
2020-03-01 00:00:00+00:00,3305M,950.735
2020-03-01 00:00:00+00:00,3312,2994.033
2020-03-01 00:00:00+00:00,3312M,2994.033
2020-03-01 00:00:00+00:00,3313,19.164
2020-03-01 00:00:00+00:00,3313M,19.164
2020-03-01 00:00:00+00:00,3324,2257.612
2020-03-01 00:00:00+00:00,3324M,2257.612
2020-03-01 00:00:00+00:00,3325,329.068
2020-03-01 00:00:00+00:00,3346,658.886
2020-03-01 00:00:00+00:00,3346M,658.886
2020-03-01 00:00:00+00:00,3360M,3739.266
2020-03-01 00:00:00+00:00,3362,534.996
2020-03-01 00:00:00+00:00,3374,1428.096
2020-03-01 00:00:00+00:00,3374M,1428.096
2020-03-01 00:00:00+00:00,3376,2643.906
2020-03-01 00:00:00+00:00,3388,1763.887
2020-03-01 00:00:00+00:00,3388M,1763.887
2020-03-01 00:00:00+00:00,3390,135.853
2020-03-01 00:00:00+00:00,3390M,135.853
2020-03-01 00:00:00+00:00,3413,2046.294
2020-03-01 00:00:00+00:00,3413M,2046.294
2020-03-01 00:00:00+00:00,3416,349.988
2020-03-01 00:00:00+00:00,3429,786.699
2020-03-01 00:00:00+00:00,3429M,786.699
2020-03-01 00:00:00+00:00,3437,1064.754
2020-03-01 00:00:00+00:00,3437M,1064.754
2020-03-01 00:00:00+00:00,3452M,0.0
2020-03-01 00:00:00+00:00,3454,1579.24
2020-03-01 00:00:00+00:00,3454M,1579.24
2020-03-01 00:00:00+00:00,3455,244.6
2020-03-01 00:00:00+00:00,3479,1533.624
2020-03-01 00:00:00+00:00,3479M,1533.624
2020-03-01 00:00:00+00:00,3481,50391.575
2020-03-01 00:00:00+00:00,3490M,84.355
2020-03-01 00:00:00+00:00,3491,275.608
2020-03-01 00:00:00+00:00,3491M,275.608
2020-03-01 00:00:00+00:00,3492,175.542
2020-03-01 00:00:00+00:00,3504,696.937
2020-03-01 00:00:00+00:00,3504M,696.937
2020-03-01 00:00:00+00:00,3515M,3596.289
2020-03-01 00:00:00+00:00,3516,109.619
2020-03-01 00:00:00+00:00,3516M,109.619
2020-03-01 00:00:00+00:00,3523M,38.505
2020-03-01 00:00:00+00:00,3526,323.126
2020-03-01 00:00:00+00:00,3532M,2931.543
2020-03-01 00:00:00+00:00,3533,3139.014
2020-03-01 00:00:00+00:00,3533M,3139.014
2020-03-01 00:00:00+00:00,3545,2909.637
2020-03-01 00:00:00+00:00,3545M,2909.637
2020-03-01 00:00:00+00:00,3546,382.759
2020-03-01 00:00:00+00:00,3556,288.504
2020-03-01 00:00:00+00:00,3556M,288.504
2020-03-01 00:00:00+00:00,3557,1503.187
2020-03-01 00:00:00+00:00,3557M,1503.187
2020-03-01 00:00:00+00:00,3566,26.579
2020-03-01 00:00:00+00:00,3566M,26.579
2020-03-01 00:00:00+00:00,3577M,183.406
2020-03-01 00:00:00+00:00,3588,293.192
2020-03-01 00:00:00+00:00,3588M,293.192
2020-03-01 00:00:00+00:00,3591,496.474
2020-03-01 00:00:00+00:00,3591M,496.474
2020-03-01 00:00:00+00:00,3597M,144.826
2020-03-01 00:00:00+00:00,3601,82.385
2020-03-01 00:00:00+00:00,3611,1288.833
2020-03-01 00:00:00+00:00,3611M,1288.833
2020-03-01 00:00:00+00:00,3615,126.081
2020-03-01 00:00:00+00:00,3627M,153.541
2020-03-01 00:00:00+00:00,3628,526.927
2020-03-01 00:00:00+00:00,3628M,526.927
2020-03-01 00:00:00+00:00,3629,167.26
2020-03-01 00:00:00+00:00,3637M,36.352
2020-03-01 00:00:00+00:00,3642,38.637
2020-03-01 00:00:00+00:00,3642M,38.637
2020-03-01 00:00:00+00:00,3656,180.522
2020-03-01 00:00:00+00:00,3656M,180.522
2020-03-01 00:00:00+00:00,3669,474.11
2020-03-01 00:00:00+00:00,3669M,474.11
2020-03-01 00:00:00+00:00,3672,150.698
2020-03-01 00:00:00+00:00,3682,3375.958
2020-03-01 00:00:00+00:00,3682M,3375.958
2020-03-01 00:00:00+00:00,3684,118.427
2020-03-01 00:00:00+00:00,3684M,118.427
2020-03-01 00:00:00+00:00,3693,816.756
2020-03-01 00:00:00+00:00,3693M,816.756
2020-03-01 00:00:00+00:00,3694,1389.141
2020-03-01 00:00:00+00:00,3694M,1389.141
2020-03-01 00:00:00+00:00,3706M,8683.565
2020-03-01 00:00:00+00:00,3707,1389.674
2020-03-01 00:00:00+00:00,3707M,1389.674
2020-03-01 00:00:00+00:00,3708,1107.658
2020-03-01 00:00:00+00:00,3708M,1107.658
2020-03-01 00:00:00+00:00,3709,3513.124
2020-03-01 00:00:00+00:00,3709M,3513.124
2020-03-01 00:00:00+00:00,3710,1299.285
2020-03-01 00:00:00+00:00,3710M,1299.285
2020-03-01 00:00:00+00:00,3711,97357.155
2020-03-01 00:00:00+00:00,3711M,97357.155
2020-03-01 00:00:00+00:00,3712,1611.075
2020-03-01 00:00:00+00:00,4106M,417.063
2020-03-01 00:00:00+00:00,4107,440.419
2020-03-01 00:00:00+00:00,4107M,440.419
2020-03-01 00:00:00+00:00,4116,300.547
2020-03-01 00:00:00+00:00,4116M,300.547
2020-03-01 00:00:00+00:00,4117,44.837
2020-03-01 00:00:00+00:00,4123M,307.109
2020-03-01 00:00:00+00:00,4126,493.956
2020-03-01 00:00:00+00:00,4132,23.766
2020-03-01 00:00:00+00:00,4132M,23.766
2020-03-01 00:00:00+00:00,4133,99.91
2020-03-01 00:00:00+00:00,4133M,99.91
2020-03-01 00:00:00+00:00,4142,367.013
2020-03-01 00:00:00+00:00,4142M,367.013
2020-03-01 00:00:00+00:00,4144,401.979
2020-03-01 00:00:00+00:00,4144M,401.979
2020-03-01 00:00:00+00:00,4147,239.194
2020-03-01 00:00:00+00:00,4147M,239.194
2020-03-01 00:00:00+00:00,4154,162.865
2020-03-01 00:00:00+00:00,4154M,162.865
2020-03-01 00:00:00+00:00,4155,370.859
2020-03-01 00:00:00+00:00,4155M,370.859
2020-03-01 00:00:00+00:00,4167,428.989
2020-03-01 00:00:00+00:00,4167M,428.989
2020-03-01 00:00:00+00:00,4168,0.097
2020-03-01 00:00:00+00:00,4168M,0.097
2020-03-01 00:00:00+00:00,4169,204.357
2020-03-01 00:00:00+00:00,4177M,6.879
2020-03-01 00:00:00+00:00,4183,107.046
2020-03-01 00:00:00+00:00,4194,53.331
2020-03-01 00:00:00+00:00,4194M,53.331
2020-03-01 00:00:00+00:00,4195,93.249
2020-03-01 00:00:00+00:00,4304M,92.3
2020-03-01 00:00:00+00:00,4305,266.246
2020-03-01 00:00:00+00:00,4305M,266.246
2020-03-01 00:00:00+00:00,4413,122.125
2020-03-01 00:00:00+00:00,4413M,122.125
2020-03-01 00:00:00+00:00,4420,171.945
2020-03-01 00:00:00+00:00,4420M,171.945
2020-03-01 00:00:00+00:00,4426,399.135
2020-03-01 00:00:00+00:00,4439,1424.682
2020-03-01 00:00:00+00:00,4439M,1424.682
2020-03-01 00:00:00+00:00,4440,332.467
2020-03-01 00:00:00+00:00,4440M,332.467
2020-03-01 00:00:00+00:00,4502,253.899
2020-03-01 00:00:00+00:00,4502M,253.899
2020-03-01 00:00:00+00:00,4526,1758.314
2020-03-01 00:00:00+00:00,4526M,1758.314
2020-03-01 00:00:00+00:00,4527,475.505
2020-03-01 00:00:00+00:00,4533,486.39
2020-03-01 00:00:00+00:00,4533M,486.39
2020-03-01 00:00:00+00:00,4534,253.775
2020-03-01 00:00:00+00:00,4534M,253.775
2020-03-01 00:00:00+00:00,4540M,543.659
2020-03-01 00:00:00+00:00,4541,310.284
2020-03-01 00:00:00+00:00,4541M,310.284
2020-03-01 00:00:00+00:00,4542,119.224
2020-03-01 00:00:00+00:00,4542M,119.224
2020-03-01 00:00:00+00:00,4543,201.785
2020-03-01 00:00:00+00:00,4553,142.301
2020-03-01 00:00:00+00:00,4553M,142.301
2020-03-01 00:00:00+00:00,4554,79.122
2020-03-01 00:00:00+00:00,4554M,79.122
2020-03-01 00:00:00+00:00,4555,291.861
2020-03-01 00:00:00+00:00,4555M,291.861
2020-03-01 00:00:00+00:00,4573,86.969
2020-03-01 00:00:00+00:00,4573M,86.969
2020-03-01 00:00:00+00:00,4575,223.873
2020-03-01 00:00:00+00:00,4575M,223.873
2020-03-01 00:00:00+00:00,4576,557.439
2020-03-01 00:00:00+00:00,4576M,557.439
2020-03-01 00:00:00+00:00,4578,147.762
2020-03-01 00:00:00+00:00,4578M,147.762
2020-03-01 00:00:00+00:00,3285,115.195
2020-03-01 00:00:00+00:00,3285M,115.195
2020-03-01 00:00:00+00:00,3287,103.503
2020-03-01 00:00:00+00:00,3287M,103.503
2020-03-01 00:00:00+00:00,3294M,613.866
2020-03-01 00:00:00+00:00,3296,313.15
2020-03-01 00:00:00+00:00,3296M,313.15
2020-03-01 00:00:00+00:00,3306,254.96
2020-03-01 00:00:00+00:00,3306M,254.96
2020-03-01 00:00:00+00:00,3308,61.971
2020-03-01 00:00:00+00:00,3317,504.976
2020-03-01 00:00:00+00:00,3317M,504.976
2020-03-01 00:00:00+00:00,3325M,329.068
2020-03-01 00:00:00+00:00,3332,192.243
2020-03-01 00:00:00+00:00,3332M,192.243
2020-03-01 00:00:00+00:00,3354,78.418
2020-03-01 00:00:00+00:00,3354M,78.418
2020-03-01 00:00:00+00:00,3356,328.301
2020-03-01 00:00:00+00:00,3369,134.872
2020-03-01 00:00:00+00:00,3369M,134.872
2020-03-01 00:00:00+00:00,3379,72.302
2020-03-01 00:00:00+00:00,3379M,72.302
2020-03-01 00:00:00+00:00,3380,4980.669
2020-03-01 00:00:00+00:00,3402,624.414
2020-03-01 00:00:00+00:00,3402M,624.414
2020-03-01 00:00:00+00:00,3406,2692.374
2020-03-01 00:00:00+00:00,3426,125.736
2020-03-01 00:00:00+00:00,3426M,125.736
2020-03-01 00:00:00+00:00,3428,57.432
2020-03-01 00:00:00+00:00,3438,277.813
2020-03-01 00:00:00+00:00,3438M,277.813
2020-03-01 00:00:00+00:00,3441,59.825
2020-03-01 00:00:00+00:00,3441M,59.825
2020-03-01 00:00:00+00:00,3455M,244.6
2020-03-01 00:00:00+00:00,3465,1.133
2020-03-01 00:00:00+00:00,3465M,1.133
2020-03-01 00:00:00+00:00,3466,249.574
2020-03-01 00:00:00+00:00,3484,859.39
2020-03-01 00:00:00+00:00,3484M,859.39
2020-03-01 00:00:00+00:00,3485,39.566
2020-03-01 00:00:00+00:00,3498,303.463
2020-03-01 00:00:00+00:00,3498M,303.463
2020-03-01 00:00:00+00:00,3499,76.69
2020-03-01 00:00:00+00:00,3508M,222.712
2020-03-01 00:00:00+00:00,3511,194.537
2020-03-01 00:00:00+00:00,3511M,194.537
2020-03-01 00:00:00+00:00,3512,261.019
2020-03-01 00:00:00+00:00,3520,131.273
2020-03-01 00:00:00+00:00,3520M,131.273
2020-03-01 00:00:00+00:00,3521,86.139
2020-03-01 00:00:00+00:00,3528M,1199.332
2020-03-01 00:00:00+00:00,3529,415.436
2020-03-01 00:00:00+00:00,3529M,415.436
2020-03-01 00:00:00+00:00,3530,599.767
2020-03-01 00:00:00+00:00,3537M,631.362
2020-03-01 00:00:00+00:00,3540,972.974
2020-03-01 00:00:00+00:00,3540M,972.974
2020-03-01 00:00:00+00:00,3550,657.575
2020-03-01 00:00:00+00:00,3550M,657.575
2020-03-01 00:00:00+00:00,3551,468.231
2020-03-01 00:00:00+00:00,3551M,468.231
2020-03-01 00:00:00+00:00,3558,1770.046
2020-03-01 00:00:00+00:00,3558M,1770.046
2020-03-01 00:00:00+00:00,3567,90.791
2020-03-01 00:00:00+00:00,3567M,90.791
2020-03-01 00:00:00+00:00,3570,306.737
2020-03-01 00:00:00+00:00,3580,92.25
2020-03-01 00:00:00+00:00,3580M,92.25
2020-03-01 00:00:00+00:00,3581,250.5
2020-03-01 00:00:00+00:00,3581M,250.5
2020-03-01 00:00:00+00:00,3592,3305.77
2020-03-01 00:00:00+00:00,3592M,3305.77
2020-03-01 00:00:00+00:00,3593,103.89
2020-03-01 00:00:00+00:00,3601M,82.385
2020-03-01 00:00:00+00:00,3603,32.408
2020-03-01 00:00:00+00:00,3603M,32.408
2020-03-01 00:00:00+00:00,3615M,126.081
2020-03-01 00:00:00+00:00,3617,1914.321
2020-03-01 00:00:00+00:00,3617M,1914.321
2020-03-01 00:00:00+00:00,3629M,167.26
2020-03-01 00:00:00+00:00,3630,414.895
2020-03-01 00:00:00+00:00,3630M,414.895
2020-03-01 00:00:00+00:00,3631,62.03
2020-03-01 00:00:00+00:00,3645,370.603
2020-03-01 00:00:00+00:00,3645M,370.603
2020-03-01 00:00:00+00:00,3646,102.126
2020-03-01 00:00:00+00:00,3659,240.643
2020-03-01 00:00:00+00:00,3659M,240.643
2020-03-01 00:00:00+00:00,3661,1519.807
2020-03-01 00:00:00+00:00,3661M,1519.807
2020-03-01 00:00:00+00:00,3672M,150.698
2020-03-01 00:00:00+00:00,3673,28191.732
2020-03-01 00:00:00+00:00,3673M,28191.732
2020-03-01 00:00:00+00:00,3674,24.365
2020-03-01 00:00:00+00:00,3685,141.989
2020-03-01 00:00:00+00:00,3685M,141.989
2020-03-01 00:00:00+00:00,3686,26.469
2020-03-01 00:00:00+00:00,3686M,26.469
2020-03-01 00:00:00+00:00,3687,297.514
2020-03-01 00:00:00+00:00,3698,1678.799
2020-03-01 00:00:00+00:00,3698M,1678.799
2020-03-01 00:00:00+00:00,3701,1313.677
2020-03-01 00:00:00+00:00,3701M,1313.677
2020-03-01 00:00:00+00:00,3712M,1611.075
2020-03-01 00:00:00+00:00,3713,25.436
2020-03-01 00:00:00+00:00,3713M,25.436
2020-03-01 00:00:00+00:00,4102,104.489
2020-03-01 00:00:00+00:00,4102M,104.489
2020-03-01 00:00:00+00:00,4108,13.46
2020-03-01 00:00:00+00:00,4108M,13.46
2020-03-01 00:00:00+00:00,4109,74.573
2020-03-01 00:00:00+00:00,4109M,74.573
2020-03-01 00:00:00+00:00,4117M,44.837
2020-03-01 00:00:00+00:00,4118,0.189
2020-03-01 00:00:00+00:00,4118M,0.189
2020-03-01 00:00:00+00:00,4126M,493.956
2020-03-01 00:00:00+00:00,4127,119.014
2020-03-01 00:00:00+00:00,4127M,119.014
2020-03-01 00:00:00+00:00,4128,416.634
2020-03-01 00:00:00+00:00,4136M,132.431
2020-03-01 00:00:00+00:00,4137,655.179
2020-03-01 00:00:00+00:00,4137M,655.179
2020-03-01 00:00:00+00:00,4138,265.856
2020-03-01 00:00:00+00:00,4138M,265.856
2020-03-01 00:00:00+00:00,4151M,291.822
2020-03-01 00:00:00+00:00,4152,11.974
2020-03-01 00:00:00+00:00,4152M,11.974
2020-03-01 00:00:00+00:00,4153,154.145
2020-03-01 00:00:00+00:00,4153M,154.145
2020-03-01 00:00:00+00:00,4163M,508.179
2020-03-01 00:00:00+00:00,4164,555.052
2020-03-01 00:00:00+00:00,4164M,555.052
2020-03-01 00:00:00+00:00,4166,67.978
2020-03-01 00:00:00+00:00,4166M,67.978
2020-03-01 00:00:00+00:00,4174,0.279
2020-03-01 00:00:00+00:00,4174M,0.279
2020-03-01 00:00:00+00:00,4175,1435.298
2020-03-01 00:00:00+00:00,4175M,1435.298
2020-03-01 00:00:00+00:00,4177,6.879
2020-03-01 00:00:00+00:00,4191,39.871
2020-03-01 00:00:00+00:00,4191M,39.871
2020-03-01 00:00:00+00:00,4192,2.081
2020-03-01 00:00:00+00:00,4192M,2.081
2020-03-01 00:00:00+00:00,4303,105.796
2020-03-01 00:00:00+00:00,4303M,105.796
2020-03-01 00:00:00+00:00,4304,92.3
2020-03-01 00:00:00+00:00,4406,123.179
2020-03-01 00:00:00+00:00,4406M,123.179
2020-03-01 00:00:00+00:00,4417M,478.545
2020-03-01 00:00:00+00:00,4419,0.52
2020-03-01 00:00:00+00:00,4419M,0.52
2020-03-01 00:00:00+00:00,4432,359.904
2020-03-01 00:00:00+00:00,4432M,359.904
2020-03-01 00:00:00+00:00,4433,421.956
2020-03-01 00:00:00+00:00,4433M,421.956
2020-03-01 00:00:00+00:00,4438,1843.895
2020-03-01 00:00:00+00:00,4438M,1843.895
2020-03-01 00:00:00+00:00,4513,177.828
2020-03-01 00:00:00+00:00,4513M,177.828
2020-03-01 00:00:00+00:00,4523,163.501
2020-03-01 00:00:00+00:00,4523M,163.501
2020-03-01 00:00:00+00:00,4532,4237.742
2020-03-01 00:00:00+00:00,4532M,4237.742
2020-03-01 00:00:00+00:00,4546,335.259
2020-03-01 00:00:00+00:00,4546M,335.259
2020-03-01 00:00:00+00:00,4547,39.099
2020-03-01 00:00:00+00:00,4547M,39.099
2020-03-01 00:00:00+00:00,4549,209.767
2020-03-01 00:00:00+00:00,4558M,253.299
2020-03-01 00:00:00+00:00,4559,179.857
2020-03-01 00:00:00+00:00,4559M,179.857
2020-03-01 00:00:00+00:00,4560,263.827
2020-03-01 00:00:00+00:00,4560M,263.827
2020-03-01 00:00:00+00:00,4561,128.676
2020-03-01 00:00:00+00:00,4561M,128.676
2020-03-01 00:00:00+00:00,4609,65.948
2020-03-01 00:00:00+00:00,4609M,65.948
2020-03-01 00:00:00+00:00,4702,291.506
2020-03-01 00:00:00+00:00,4702M,291.506
2020-03-01 00:00:00+00:00,4714,174.419
2020-03-01 00:00:00+00:00,4714M,174.419
2020-03-01 00:00:00+00:00,4716,186.57
2020-03-01 00:00:00+00:00,4726M,69.861
2020-03-01 00:00:00+00:00,4728,171.005
2020-03-01 00:00:00+00:00,4728M,171.005
2020-03-01 00:00:00+00:00,3308M,61.971
2020-03-01 00:00:00+00:00,3321,394.583
2020-03-01 00:00:00+00:00,3321M,394.583
2020-03-01 00:00:00+00:00,3339M,127.564
2020-03-01 00:00:00+00:00,3356M,328.301
2020-03-01 00:00:00+00:00,3357,876.461
2020-03-01 00:00:00+00:00,3357M,876.461
2020-03-01 00:00:00+00:00,3360,3739.266
2020-03-01 00:00:00+00:00,3372,273.914
2020-03-01 00:00:00+00:00,3372M,273.914
2020-03-01 00:00:00+00:00,3373,392.881
2020-03-01 00:00:00+00:00,3373M,392.881
2020-03-01 00:00:00+00:00,3380M,4980.669
2020-03-01 00:00:00+00:00,3383,137.904
2020-03-01 00:00:00+00:00,3383M,137.904
2020-03-01 00:00:00+00:00,3406M,2692.374
2020-03-01 00:00:00+00:00,3430,290.534
2020-03-01 00:00:00+00:00,3430M,290.534
2020-03-01 00:00:00+00:00,3443,3169.867
2020-03-01 00:00:00+00:00,3443M,3169.867
2020-03-01 00:00:00+00:00,3444,215.204
2020-03-01 00:00:00+00:00,3444M,215.204
2020-03-01 00:00:00+00:00,3472,27.523
2020-03-01 00:00:00+00:00,3472M,27.523
2020-03-01 00:00:00+00:00,3485M,39.566
2020-03-01 00:00:00+00:00,3489,424.675
2020-03-01 00:00:00+00:00,3489M,424.675
2020-03-01 00:00:00+00:00,3490,84.355
2020-03-01 00:00:00+00:00,3499M,76.69
2020-03-01 00:00:00+00:00,3501,897.573
2020-03-01 00:00:00+00:00,3501M,897.573
2020-03-01 00:00:00+00:00,3512M,261.019
2020-03-01 00:00:00+00:00,3515,3596.289
2020-03-01 00:00:00+00:00,3521M,86.139
2020-03-01 00:00:00+00:00,3522,280.877
2020-03-01 00:00:00+00:00,3522M,280.877
2020-03-01 00:00:00+00:00,3523,38.505
2020-03-01 00:00:00+00:00,3530M,599.767
2020-03-01 00:00:00+00:00,3531,364.856
2020-03-01 00:00:00+00:00,3531M,364.856
2020-03-01 00:00:00+00:00,3532,2931.543
2020-03-01 00:00:00+00:00,3541,516.404
2020-03-01 00:00:00+00:00,3541M,516.404
2020-03-01 00:00:00+00:00,3543,669.575
2020-03-01 00:00:00+00:00,3543M,669.575
2020-03-01 00:00:00+00:00,3552,1040.726
2020-03-01 00:00:00+00:00,3552M,1040.726
2020-03-01 00:00:00+00:00,3562,25.436
2020-03-01 00:00:00+00:00,3570M,306.737
2020-03-01 00:00:00+00:00,3572,27.406
2020-03-01 00:00:00+00:00,3572M,27.406
2020-03-01 00:00:00+00:00,3583,630.094
2020-03-01 00:00:00+00:00,3583M,630.094
2020-03-01 00:00:00+00:00,3593M,103.89
2020-03-01 00:00:00+00:00,3594,282.688
2020-03-01 00:00:00+00:00,3594M,282.688
2020-03-01 00:00:00+00:00,3595,125.371
2020-03-01 00:00:00+00:00,3605,1589.38
2020-03-01 00:00:00+00:00,3605M,1589.38
2020-03-01 00:00:00+00:00,3607,606.392
2020-03-01 00:00:00+00:00,3607M,606.392
2020-03-01 00:00:00+00:00,3622,116.565
2020-03-01 00:00:00+00:00,3622M,116.565
2020-03-01 00:00:00+00:00,3623,99.606
2020-03-01 00:00:00+00:00,3623M,99.606
2020-03-01 00:00:00+00:00,3624,431.387
2020-03-01 00:00:00+00:00,3631M,62.03
2020-03-01 00:00:00+00:00,3632,70.96
2020-03-01 00:00:00+00:00,3632M,70.96
2020-03-01 00:00:00+00:00,3633,686.995
2020-03-01 00:00:00+00:00,3633M,686.995
2020-03-01 00:00:00+00:00,3646M,102.126
2020-03-01 00:00:00+00:00,3663,578.28
2020-03-01 00:00:00+00:00,3663M,578.28
2020-03-01 00:00:00+00:00,3664,103.264
2020-03-01 00:00:00+00:00,3674M,24.365
2020-03-01 00:00:00+00:00,3675,382.961
2020-03-01 00:00:00+00:00,3675M,382.961
2020-03-01 00:00:00+00:00,3678,25.971
2020-03-01 00:00:00+00:00,3678M,25.971
2020-03-01 00:00:00+00:00,3687M,297.514
2020-03-01 00:00:00+00:00,3688,167.122
2020-03-01 00:00:00+00:00,3688M,167.122
2020-03-01 00:00:00+00:00,3689,927.86
2020-03-01 00:00:00+00:00,3702,131044.308
2020-03-01 00:00:00+00:00,3702M,131044.308
2020-03-01 00:00:00+00:00,3703,4339.356
2020-03-01 00:00:00+00:00,4104,1733.579
2020-03-01 00:00:00+00:00,4104M,1733.579
2020-03-01 00:00:00+00:00,4111,265.684
2020-03-01 00:00:00+00:00,4111M,265.684
2020-03-01 00:00:00+00:00,4113,49.058
2020-03-01 00:00:00+00:00,4113M,49.058
2020-03-01 00:00:00+00:00,4120M,1537.493
2020-03-01 00:00:00+00:00,4121,816.88
2020-03-01 00:00:00+00:00,4121M,816.88
2020-03-01 00:00:00+00:00,4123,307.109
2020-03-01 00:00:00+00:00,4130,135.835
2020-03-01 00:00:00+00:00,4130M,135.835
2020-03-01 00:00:00+00:00,4131,21.109
2020-03-01 00:00:00+00:00,4131M,21.109
2020-03-01 00:00:00+00:00,4139,198.481
2020-03-01 00:00:00+00:00,4139M,198.481
2020-03-01 00:00:00+00:00,4141,1960.789
2020-03-01 00:00:00+00:00,4141M,1960.789
2020-03-01 00:00:00+00:00,4157,3.321
2020-03-01 00:00:00+00:00,4157M,3.321
2020-03-01 00:00:00+00:00,4160,105.937
2020-03-01 00:00:00+00:00,4160M,105.937
2020-03-01 00:00:00+00:00,4169M,204.357
2020-03-01 00:00:00+00:00,4170,5.124
2020-03-01 00:00:00+00:00,4170M,5.124
2020-03-01 00:00:00+00:00,4171,128.986
2020-03-01 00:00:00+00:00,4183M,107.046
2020-03-01 00:00:00+00:00,4184,192.812
2020-03-01 00:00:00+00:00,4184M,192.812
2020-03-01 00:00:00+00:00,4186,56.165
2020-03-01 00:00:00+00:00,4186M,56.165
2020-03-01 00:00:00+00:00,4205,409.277
2020-03-01 00:00:00+00:00,4205M,409.277
2020-03-01 00:00:00+00:00,4207,1004.579
2020-03-01 00:00:00+00:00,4207M,1004.579
2020-03-01 00:00:00+00:00,4401,749.497
2020-03-01 00:00:00+00:00,4401M,749.497
2020-03-01 00:00:00+00:00,4402,34.639
2020-03-01 00:00:00+00:00,4402M,34.639
2020-03-01 00:00:00+00:00,4416,23.176
2020-03-01 00:00:00+00:00,4416M,23.176
2020-03-01 00:00:00+00:00,4417,478.545
2020-03-01 00:00:00+00:00,4430,401.917
2020-03-01 00:00:00+00:00,4430M,401.917
2020-03-01 00:00:00+00:00,4431,122.937
2020-03-01 00:00:00+00:00,4431M,122.937
2020-03-01 00:00:00+00:00,4510,350.262
2020-03-01 00:00:00+00:00,4510M,350.262
2020-03-01 00:00:00+00:00,4529,2.039
2020-03-01 00:00:00+00:00,4529M,2.039
2020-03-01 00:00:00+00:00,4530,9.824
2020-03-01 00:00:00+00:00,4530M,9.824
2020-03-01 00:00:00+00:00,4537,551.004
2020-03-01 00:00:00+00:00,4537M,551.004
2020-03-01 00:00:00+00:00,4538,70.341
2020-03-01 00:00:00+00:00,4538M,70.341
2020-03-01 00:00:00+00:00,4540,543.659
2020-03-01 00:00:00+00:00,4549M,209.767
2020-03-01 00:00:00+00:00,4550,223.918
2020-03-01 00:00:00+00:00,4550M,223.918
2020-03-01 00:00:00+00:00,4551,981.546
2020-03-01 00:00:00+00:00,4551M,981.546
2020-03-01 00:00:00+00:00,4552,562.53
2020-03-01 00:00:00+00:00,4552M,562.53
2020-03-01 00:00:00+00:00,4562,154.105
2020-03-01 00:00:00+00:00,4562M,154.105
2020-03-01 00:00:00+00:00,4563,489.952
2020-03-01 00:00:00+00:00,4563M,489.952
2020-03-01 00:00:00+00:00,4564,514.333
2020-03-01 00:00:00+00:00,4564M,514.333
2020-03-01 00:00:00+00:00,4565,278.869
2020-03-01 00:00:00+00:00,4706,357.11
2020-03-01 00:00:00+00:00,4716M,186.57
2020-03-01 00:00:00+00:00,4720,613.87
2020-03-01 00:00:00+00:00,4720M,613.87
2020-03-01 00:00:00+00:00,4729M,254.394
2020-03-01 00:00:00+00:00,4730,335.986
2020-03-01 00:00:00+00:00,4730M,335.986
2020-03-01 00:00:00+00:00,4738M,47.067
2020-03-01 00:00:00+00:00,4739,1358.016
2020-03-01 00:00:00+00:00,4739M,1358.016
2020-03-01 00:00:00+00:00,4752M,522.414
2020-03-01 00:00:00+00:00,4754,118.88
2020-03-01 00:00:00+00:00,4754M,118.88
2020-03-01 00:00:00+00:00,4755,900.46
2020-03-01 00:00:00+00:00,4755M,900.46
2020-03-01 00:00:00+00:00,4804,26.632
2020-03-01 00:00:00+00:00,4804M,26.632
2020-03-01 00:00:00+00:00,4806,0.06
2020-03-01 00:00:00+00:00,4806M,0.06
2020-03-01 00:00:00+00:00,4807,506.981
2020-03-01 00:00:00+00:00,4807M,506.981
2020-03-01 00:00:00+00:00,4907M,362.336
2020-03-01 00:00:00+00:00,4908,186.719
2020-03-01 00:00:00+00:00,4908M,186.719
2020-03-01 00:00:00+00:00,4909,148.305
2020-03-01 00:00:00+00:00,4923,108.365
2020-03-01 00:00:00+00:00,4923M,108.365
2020-03-01 00:00:00+00:00,4506,998.289
2020-03-01 00:00:00+00:00,4506M,998.289
2020-03-01 00:00:00+00:00,4527M,475.505
2020-03-01 00:00:00+00:00,4528,488.19
2020-03-01 00:00:00+00:00,4528M,488.19
2020-03-01 00:00:00+00:00,4535,531.854
2020-03-01 00:00:00+00:00,4535M,531.854
2020-03-01 00:00:00+00:00,4536,1369.057
2020-03-01 00:00:00+00:00,4536M,1369.057
2020-03-01 00:00:00+00:00,4543M,201.785
2020-03-01 00:00:00+00:00,4544,319.451
2020-03-01 00:00:00+00:00,4544M,319.451
2020-03-01 00:00:00+00:00,4545,391.983
2020-03-01 00:00:00+00:00,4545M,391.983
2020-03-01 00:00:00+00:00,4556,114.014
2020-03-01 00:00:00+00:00,4556M,114.014
2020-03-01 00:00:00+00:00,4557,333.865
2020-03-01 00:00:00+00:00,4557M,333.865
2020-03-01 00:00:00+00:00,4558,253.299
2020-03-01 00:00:00+00:00,4565M,278.869
2020-03-01 00:00:00+00:00,4566,945.082
2020-03-01 00:00:00+00:00,4566M,945.082
2020-03-01 00:00:00+00:00,4568,154.24
