證券代碼,年月日,時間,指數,委託買進筆數,委託買進張數,委託賣出筆數,委託賣出張數,成交筆數,成交張數,成交金額
Y9999,2020-04-08,1019,10084.93,3767020,16842786,2771183,5727320,707928,2590489,76388
Y9999,2020-04-08,1020,10083.28,3791435,16845014,2791723,5754925,712122,2603745,76792
Y9999,2020-04-08,1021,10083.42,3815662,16852480,2810375,5780433,716896,2622058,77191
Y9999,2020-04-08,1022,10088.81,3841866,16910616,2830785,5795008,721278,2638101,77609
Y9999,2020-04-08,1023,10087.2,3867809,16818152,2849880,5784922,725824,2653090,78097
Y9999,2020-04-08,1024,10087.7,3896683,16889590,2870394,5808544,730364,2668889,78575
Y9999,2020-04-08,1025,10094.94,3926631,16926901,2891834,5835611,734795,2686415,78982
Y9999,2020-04-08,1026,10088.84,3957778,16961931,2913596,5836243,739848,2705049,79455
Y9999,2020-04-08,1027,10087.43,3990943,16968469,2937268,5865032,744598,2720561,79985
Y9999,2020-04-08,1028,10086.71,4015477,17038734,2956424,5885093,748472,2732794,80365
Y9999,2020-04-08,1029,10090.01,4039297,17023510,2973607,5898391,752006,2742233,80698
Y9999,2020-04-08,1030,10090.53,4061846,17070645,2989599,5918893,755206,2752129,81016
Y9999,2020-04-08,1031,10090.49,4084311,17046894,3007178,5929555,759496,2765145,81349
Y9999,2020-04-08,1032,10085.37,4106831,16992932,3024851,5930091,763383,2775900,81856
Y9999,2020-04-08,1033,10084.69,4129083,17097678,3042935,5969714,766673,2784896,82187
Y9999,2020-04-08,1034,10088.4,4146281,17120252,3057205,5981386,770065,2794027,82471
Y9999,2020-04-08,1035,10089.9,4166972,17096858,3073144,5995638,773758,2806964,82803
Y9999,2020-04-08,1036,10090.79,4188260,17023747,3088623,5966977,778059,2819507,83156
Y9999,2020-04-08,1037,10085.98,4210927,17077616,3104898,6013638,781624,2831040,83521
Y9999,2020-04-08,1038,10091.82,4234413,17154398,3121998,6021310,785135,2841423,83846
Y9999,2020-04-08,1039,10093.33,4258171,17169826,3140121,6049300,788918,2851468,84202
Y9999,2020-04-08,1040,10088.51,4278680,17197889,3154625,6059612,792956,2864361,84581
Y9999,2020-04-08,1041,10089.94,4297513,17209343,3168326,6081382,797111,2880885,84938
Y9999,2020-04-08,1042,10090.1,4315348,17215965,3181793,6082836,800549,2890937,85293
Y9999,2020-04-08,1043,10088.95,4333739,17245405,3195193,6094907,804068,2900793,85657
Y9999,2020-04-08,1044,10094.88,4356720,17262890,3212313,6106365,808078,2912183,86069
Y9999,2020-04-08,1045,10091.03,4378717,17268885,3227037,6106263,812044,2925615,86476
Y9999,2020-04-08,1046,10093.32,4402678,17316417,3244501,6136580,817684,2947496,87053
Y9999,2020-04-08,1047,10099.71,4430163,17320935,3262791,6124816,823185,2964701,87730
Y9999,2020-04-08,1048,10098.34,4448499,17372789,3277764,6164468,827080,2977153,88110
Y9999,2020-04-08,1049,10097.99,4471490,17359582,3295324,6174594,830892,2988058,88487
Y9999,2020-04-08,1050,10094.52,4492079,17391558,3310591,6190694,834418,2998025,88797
Y9999,2020-04-08,1051,10098.62,4515255,17408360,3328158,6201452,838674,3012530,89153
Y9999,2020-04-08,1052,10096.01,4538867,17361143,3345668,6203520,843058,3025807,89594
Y9999,2020-04-08,1053,10098.64,4567508,17426407,3366102,6222708,847032,3036108,89992
Y9999,2020-04-08,1054,10094.98,4591903,17454352,3384796,6236210,850649,3046313,90323
Y9999,2020-04-08,1055,10097.68,4614782,17460326,3401302,6254862,854554,3056805,90644
Y9999,2020-04-08,1056,10100.67,4639725,17477800,3419660,6261156,858895,3071948,91070
Y9999,2020-04-08,1057,10104.85,4669196,17422749,3438361,6247170,864003,3086782,91760
Y9999,2020-04-08,1058,10098.74,4695101,17488856,3456173,6280905,867856,3096692,92168
Y9999,2020-04-08,1059,10096.3,4724786,17431370,3477155,6280710,872314,3110697,92730
Y9999,2020-04-08,1100,10096.73,4755172,17542226,3499124,6316276,876438,3123959,93254
Y9999,2020-04-08,1101,10088.35,4778625,17533247,3518185,6340590,881445,3140790,93814
Y9999,2020-04-08,1102,10090.53,4796733,17563225,3532491,6352490,884481,3149471,94098
Y9999,2020-04-08,1103,10088.45,4812135,17579674,3546122,6370584,887565,3157885,94406
Y9999,2020-04-08,1104,10085.98,4832325,17588431,3562912,6387939,891872,3170570,94885
Y9999,2020-04-08,1105,10091.71,4853239,17566222,3580703,6390217,895544,3181629,95233
Y9999,2020-04-08,1106,10088.21,4871327,17609465,3594809,6413216,899177,3193391,95561
Y9999,2020-04-08,1107,10083.52,4891950,17577252,3610352,6431274,902313,3201918,95888
Y9999,2020-04-08,1108,10089.52,4913237,17628807,3626947,6431048,905556,3211255,96186
Y9999,2020-04-08,1109,10087.73,4934297,17606080,3642832,6435189,908411,3219077,96467
Y9999,2020-04-08,1110,10084.53,4953548,17627454,3657865,6449882,910984,3225641,96697
Y9999,2020-04-08,1111,10084.18,4976947,17628412,3676054,6467757,914530,3238708,97001
Y9999,2020-04-08,1112,10084.81,4994196,17604980,3688911,6471458,917220,3245222,97263
Y9999,2020-04-08,1113,10091.18,5010252,17629820,3700995,6474210,919710,3251419,97497
Y9999,2020-04-08,1114,10089.22,5028416,17657360,3714233,6491217,922285,3258253,97754
Y9999,2020-04-08,1115,10083.76,5047513,17702952,3728764,6502960,925155,3266538,98062
Y9999,2020-04-08,1116,10084.11,5065710,17696173,3743298,6515335,928722,3279563,98436
Y9999,2020-04-08,1117,10084.54,5081744,17691590,3756299,6535236,931793,3287419,98725
Y9999,2020-04-08,1118,10090.44,5097886,17706252,3768615,6544048,934628,3294894,99002
Y9999,2020-04-08,1119,10085.69,5112733,17730603,3780914,6547766,937370,3302262,99249
Y9999,2020-04-08,1120,10092.67,5128938,17752155,3793293,6567914,940124,3309743,99518
Y9999,2020-04-08,1121,10093.34,5148529,17745976,3807536,6562965,943967,3324067,99876
Y9999,2020-04-08,1122,10092.75,5164745,17769732,3820079,6556501,947182,3335624,100132
Y9999,2020-04-08,1123,10089.25,5182042,17792288,3832169,6583859,950611,3346981,100457
Y9999,2020-04-08,1124,10090.78,5198322,17797038,3844492,6589576,953248,3354173,100695
Y9999,2020-04-08,1125,10090.6,5223777,17807355,3862239,6609668,957083,3368962,101103
Y9999,2020-04-08,1126,10091.48,5244685,17840279,3876652,6633556,961857,3387705,101549
Y9999,2020-04-08,1127,10091.25,5261814,17861300,3888698,6634358,964663,3395323,101801
Y9999,2020-04-08,1128,10091.57,5278614,17875833,3900902,6637113,967266,3402447,102029
Y9999,2020-04-08,1129,10092.21,5295331,17885216,3913199,6655447,969901,3409427,102258
Y9999,2020-04-08,1130,10094.51,5310025,17895750,3924180,6664154,972514,3416910,102470
Y9999,2020-04-08,1131,10094.76,5325102,17932045,3937264,6671178,975824,3428524,102756
Y9999,2020-04-08,1132,10099.79,5340276,17937217,3950104,6678500,978526,3437437,103049
Y9999,2020-04-08,1133,10097.51,5356110,17922046,3963316,6686816,981181,3445283,103366
Y9999,2020-04-08,1134,10099.25,5371846,17947682,3976377,6692107,984157,3454652,103663
Y9999,2020-04-08,1135,10094.62,5386561,17979858,3988159,6705520,986949,3462937,103915
Y9999,2020-04-08,1136,10095.7,5399703,17982498,3998835,6719184,990580,3475657,104196
Y9999,2020-04-08,1137,10099.28,5417310,17987179,4012382,6722594,993462,3484035,104473
Y9999,2020-04-08,1138,10095.04,5432275,18000437,4024417,6741342,995934,3490598,104694
Y9999,2020-04-08,1139,10097.99,5446932,18013419,4035822,6754744,998629,3498324,104945
Y9999,2020-04-08,1140,10095.95,5466441,17982743,4049578,6764650,1001570,3507164,105235
Y9999,2020-04-08,1141,10099.98,5484488,18022675,4062107,6774665,1004997,3518114,105517
Y9999,2020-04-08,1142,10096.51,5500547,18053421,4073225,6788149,1008139,3528592,105767
Y9999,2020-04-08,1143,10095.7,5519614,18058043,4086590,6802457,1011402,3538895,106083
Y9999,2020-04-08,1144,10096.88,5535759,18064624,4097797,6813342,1014502,3548475,106371
Y9999,2020-04-08,1145,10100.93,5551271,18099666,4108587,6822601,1017796,3558155,106670
Y9999,2020-04-08,1146,10098.63,5567546,18072705,4121021,6815200,1022048,3571861,107005
Y9999,2020-04-08,1147,10103.72,5583392,18113615,4132547,6839990,1025333,3582304,107274
Y9999,2020-04-08,1148,10099.06,5598427,18089884,4144270,6830568,1028476,3591092,107554
Y9999,2020-04-08,1149,10103.11,5612783,18132962,4155023,6848554,1031307,3599013,107813
Y9999,2020-04-08,1150,10103.3,5626611,18144917,4165518,6852021,1034156,3608226,108059
Y9999,2020-04-08,1151,10099.92,5641653,18135611,4176585,6859386,1037998,3622349,108348
Y9999,2020-04-08,1152,10101.51,5657095,18162571,4187544,6875819,1040978,3631610,108615
Y9999,2020-04-08,1153,10102.25,5672578,18178063,4199143,6891293,1044079,3640734,108882
Y9999,2020-04-08,1154,10100.62,5685856,18147730,4209454,6894119,1046934,3649417,109156
Y9999,2020-04-08,1155,10100.94,5700549,18195495,4219982,6900926,1049730,3657486,109399
Y9999,2020-04-08,1156,10102.44,5716181,18218839,4231889,6918300,1053532,3669735,109726
Y9999,2020-04-08,1157,10106.97,5731299,18216542,4243234,6925501,1056727,3679116,110011
Y9999,2020-04-08,1158,10108.03,5748609,18206018,4255455,6931299,1059993,3689978,110360
Y9999,2020-04-08,1159,10109.16,5764682,18237103,4266973,6931984,1063265,3701480,110683
Y9999,2020-04-08,1200,10109.22,5779217,18241649,4277389,6917887,1066405,3712706,110987
Y9999,2020-04-08,1201,10105.03,5794159,18275250,4288401,6958189,1070175,3727315,111398
Y9999,2020-04-08,1202,10107.1,5808493,18216884,4299040,6956378,1073630,3737597,111771
Y9999,2020-04-08,1203,10102.05,5821260,18257365,4308969,6983020,1076753,3745900,112150
Y9999,2020-04-08,1204,10102.46,5837870,18271634,4321426,6977790,1080579,3758350,112586
Y9999,2020-04-08,1205,10102.18,5856354,18314949,4334272,6998422,1083712,3767126,112913
Y9999,2020-04-08,1206,10100.75,5877978,18267404,4349213,6989131,1088431,3786298,113408
Y9999,2020-04-08,1207,10103.55,5897938,18306075,4363817,7016912,1092019,3797720,113809
Y9999,2020-04-08,1208,10103.94,5917301,18295579,4377329,7018614,1095684,3810381,114247
Y9999,2020-04-08,1209,10099.97,5936757,18353458,4390375,7035145,1099007,3819704,114579
Y9999,2020-04-08,1210,10100.04,5954155,18359929,4402081,7057509,1102266,3828427,114942
Y9999,2020-04-08,1211,10102.63,5972506,18354280,4415064,7073460,1106714,3841994,115337
Y9999,2020-04-08,1212,10103.61,5990539,18396880,4427537,7084322,1109723,3850710,115628
Y9999,2020-04-08,1213,10104.71,6004640,18369448,4438338,7083696,1112965,3860867,115930
Y9999,2020-04-08,1214,10100.84,6020762,18430163,4450026,7098438,1116329,3869898,116221
Y9999,2020-04-08,1215,10106.53,6051234,18320061,4470509,7077276,1122640,3896063,117079
Y9999,2020-04-08,1216,10105.88,6088177,18383066,4494251,7083907,1132129,3934301,118318
Y9999,2020-04-08,1217,10117.01,6125660,18490131,4519098,7136340,1139591,3968285,119328
Y9999,2020-04-08,1218,10117.86,6149225,18538716,4537122,7165260,1145554,3992292,120022
Y9999,2020-04-08,1219,10122.14,6171435,18549964,4554695,7179321,1150393,4009336,120597
Y9999,2020-04-08,1220,10120.28,6190542,18539283,4569172,7166718,1155030,4027201,121300
Y9999,2020-04-08,1221,10120.08,6210923,18536251,4584347,7177014,1160498,4048602,121858
Y9999,2020-04-08,1222,10125.93,6240293,18509978,4601908,7187221,1166171,4068939,122817
Y9999,2020-04-08,1223,10125.95,6266224,18521916,4616744,7197950,1170258,4082826,123280
Y9999,2020-04-08,1224,10120.77,6292760,18553115,4632008,7218556,1174450,4095900,123796
Y9999,2020-04-08,1225,10127.36,6320035,18561273,4648017,7233781,1178747,4110888,124271
Y9999,2020-04-08,1226,10121.8,6343005,18585439,4662571,7237150,1184049,4128989,124761
Y9999,2020-04-08,1227,10125.35,6365255,18588735,4677169,7252936,1188297,4142198,125221
Y9999,2020-04-08,1228,10124.76,6387248,18594058,4690987,7271197,1193286,4157587,125816
Y9999,2020-04-08,1229,10120.39,6407695,18590675,4703926,7283675,1197806,4173581,126293
Y9999,2020-04-08,1230,10118.77,6428994,18686725,4718161,7304767,1201864,4186928,126670
Y9999,2020-04-08,1231,10122.33,6449210,18694941,4732570,7309020,1206614,4206853,127131
Y9999,2020-04-08,1232,10122.65,6469151,18680821,4747878,7313363,1210154,4216955,127480
Y9999,2020-04-08,1233,10122.47,6486206,18738136,4760090,7341863,1214022,4229474,127801
Y9999,2020-04-08,1234,10118.38,6503514,18734731,4772173,7358219,1217939,4244607,128158
Y9999,2020-04-08,1235,10125.49,6522867,18682873,4786310,7376787,1222852,4265799,128661
Y9999,2020-04-08,1236,10130.53,6543638,18740166,4799475,7388143,1228576,4287207,129124
Y9999,2020-04-08,1237,10133.51,6565600,18746169,4814775,7381226,1234217,4305222,129632
Y9999,2020-04-08,1238,10129.81,6586088,18788849,4828388,7409795,1238694,4319470,130080
Y9999,2020-04-08,1239,10131.66,6607656,18800878,4842411,7431918,1244684,4339062,130660
Y9999,2020-04-08,1240,10135.94,6629973,18803504,4857792,7448388,1249442,4355104,131141
Y9999,2020-04-08,1241,10130.5,6652388,18834488,4872371,7463638,1255072,4374702,131698
Y9999,2020-04-08,1242,10130.11,6673138,18849214,4886814,7472493,1259608,4390443,132163
Y9999,2020-04-08,1243,10125.67,6692192,18848918,4900223,7497448,1263931,4404072,132584
Y9999,2020-04-08,1244,10130.1,6710127,18861200,4911397,7500208,1268493,4416726,133084
Y9999,2020-04-08,1245,10132.48,6729000,18891264,4923952,7521494,1273009,4432582,133567
Y9999,2020-04-08,1246,10135.58,6751117,18872525,4939626,7496157,1278215,4450485,134092
Y9999,2020-04-08,1247,10137.52,6770730,18913385,4954348,7529055,1283444,4469945,134594
Y9999,2020-04-08,1248,10138.98,6787279,18954651,4967746,7539908,1287803,4483496,135025
Y9999,2020-04-08,1249,10138.61,6804448,18974641,4981228,7560302,1292804,4500327,135482
Y9999,2020-04-08,1250,10138.31,6820753,18965445,4993377,7562770,1297340,4517398,135921
Y9999,2020-04-08,1251,10140.17,6840274,19014750,5008032,7578687,1303022,4536572,136488
Y9999,2020-04-08,1252,10140.79,6864171,19007335,5024365,7590267,1309907,4559379,137358
Y9999,2020-04-08,1253,10145.24,6885781,19079836,5038195,7613550,1315131,4578333,137952
Y9999,2020-04-08,1254,10146.29,6905585,19024756,5052011,7625813,1320815,4600440,138557
Y9999,2020-04-08,1255,10142.36,6929015,19119680,5067831,7631624,1326108,4620189,139107
Y9999,2020-04-08,1256,10146.36,6957976,19070950,5085693,7631430,1332998,4644853,139969
Y9999,2020-04-08,1257,10149.44,6979953,19093701,5099141,7653930,1337875,4660059,140433
Y9999,2020-04-08,1258,10144.69,7003642,19136466,5114020,7677705,1342634,4676926,140917
Y9999,2020-04-08,1259,10145.53,7023841,19139667,5127750,7688239,1347627,4693747,141429
Y9999,2020-04-08,1300,10144.18,7044846,19163290,5141221,7700211,1352535,4715842,141968
Y9999,2020-04-08,1301,10138.85,7073706,19174645,5164264,7594512,1359447,4743133,142650
Y9999,2020-04-08,1302,10132.26,7095108,19201195,5182267,7624667,1364991,4759227,143142
Y9999,2020-04-08,1303,10129.87,7115556,19232748,5198946,7642074,1370551,4779113,143679
Y9999,2020-04-08,1304,10130.27,7135003,19246370,5214960,7664403,1376157,4794219,144184
Y9999,2020-04-08,1305,10125.92,7155733,19212531,5231082,7681716,1381843,4812911,144722
Y9999,2020-04-08,1306,10124.95,7175339,19210248,5246462,7695681,1388648,4836774,145295
Y9999,2020-04-08,1307,10121.87,7199161,19222429,5263887,7715869,1394499,4852814,145813
Y9999,2020-04-08,1308,10125.87,7226442,19228440,5283400,7729721,1400735,4872742,146492
Y9999,2020-04-08,1309,10130.24,7255438,19221950,5304557,7752723,1407217,4894296,147159
Y9999,2020-04-08,1310,10133.56,7284883,19282770,5325704,7770445,1414737,4920594,148007
Y9999,2020-04-08,1311,10130.45,7314113,19279466,5346552,7790180,1421290,4945445,148604
Y9999,2020-04-08,1312,10131.12,7345949,19257104,5367260,7789644,1427463,4966826,149185
Y9999,2020-04-08,1313,10131.13,7377585,19323492,5388383,7828984,1433651,4988386,149767
Y9999,2020-04-08,1314,10136.87,7406972,19326246,5407415,7845909,1439603,5009773,150313
Y9999,2020-04-08,1315,10131.66,7440338,19403251,5429863,7871104,1445683,5029293,150824
Y9999,2020-04-08,1316,10133.27,7478023,19372787,5455047,7857590,1453487,5059723,151576
Y9999,2020-04-08,1317,10134.06,7508916,19427376,5477368,7898538,1459597,5079958,152145
Y9999,2020-04-08,1318,10133.73,7537243,19480195,5500085,7926307,1466108,5102455,152789
Y9999,2020-04-08,1319,10131.39,7560799,19474718,5517217,7942610,1472034,5123741,153348
Y9999,2020-04-08,1320,10132.0,7582891,19468975,5534156,7961877,1478407,5145274,153966
Y9999,2020-04-08,1321,10136.73,7606785,19425947,5551581,7981615,1486776,5175187,154700
Y9999,2020-04-08,1322,10131.61,7631391,19452920,5569812,7998349,1494004,5198932,155365
Y9999,2020-04-08,1323,10130.43,7661164,19436607,5591673,8013095,1501861,5223113,156079
Y9999,2020-04-08,1324,10135.22,7694321,19098045,5615555,8030547,1510515,5251772,157012
Y9999,2020-04-08,1325,10132.19,7732679,18478628,5642138,7982583,1520199,5287614,158162
Y9999,2020-04-08,1326,10132.19,7765478,12795046,5666720,7405434,1520200,5287615,158162
Y9999,2020-04-08,1327,10132.19,7791275,13043389,5683012,7434998,1520200,5287615,158162
Y9999,2020-04-08,1328,10132.19,7808176,11841949,5693993,7300988,1520200,5287615,158162
Y9999,2020-04-08,1329,10132.19,7823298,11832716,5703715,7316567,1520200,5287615,158162
Y9999,2020-04-08,1330,10137.47,7841063,11913027,5715340,7375937,1565278,5530642,168626
Y9999,2020-04-09,0900,10137.47,241210,3374499,192172,1097570,0,0,0
Y9999,2020-04-09,0901,10221.52,296639,4338436,230791,1534564,58702,203730,9103
Y9999,2020-04-09,0902,10214.82,375978,5083019,278275,1684740,82013,287550,12321
Y9999,2020-04-09,0903,10223.54,442329,5937805,324190,1859745,101557,347918,14591
Y9999,2020-04-09,0904,10228.08,507459,7531611,373653,2272076,118146,403710,16476
Y9999,2020-04-09,0905,10230.73,589492,9798765,431331,2567460,135512,467053,18442
Y9999,2020-04-09,0906,10220.9,676075,10825236,494576,2831753,157917,560417,20796
Y9999,2020-04-09,0907,10219.65,745797,11685612,544786,3037757,174069,624378,22523
Y9999,2020-04-09,0908,10222.64,814201,12156640,595653,3172646,189117,682858,23972
Y9999,2020-04-09,0909,10221.92,883641,12349267,647412,3267831,202907,730546,25354
Y9999,2020-04-09,0910,10226.03,942951,12521218,690409,3327206,216319,781838,26710
Y9999,2020-04-09,0911,10233.48,1002594,12825059,734870,3437434,232398,856058,28157
Y9999,2020-04-09,0912,10232.85,1061301,13009634,778043,3516693,245562,907927,29542
Y9999,2020-04-09,0913,10237.35,1120494,13038691,821763,3551491,257920,955297,30774
Y9999,2020-04-09,0914,10237.73,1177255,13382664,861367,3657976,269892,1002264,31923
Y9999,2020-04-09,0915,10242.4,1231854,13949768,899492,3799417,281245,1050477,33020
Y9999,2020-04-09,0916,10240.75,1289523,14202089,942544,3875410,296282,1120175,34492
Y9999,2020-04-09,0917,10240.3,1341515,14245693,983448,3940052,308729,1167436,35732
Y9999,2020-04-09,0918,10234.71,1388752,14362578,1020402,4024796,319073,1208149,36698
Y9999,2020-04-09,0919,10231.89,1430496,14540733,1054895,4109615,330112,1250304,37804
Y9999,2020-04-09,0920,10228.4,1472077,14552281,1090849,4173550,341944,1296048,39081
Y9999,2020-04-09,0921,10234.53,1515368,14633590,1125331,4232159,355193,1347318,40299
Y9999,2020-04-09,0922,10228.43,1558391,14710209,1158124,4298224,365465,1382157,41335
Y9999,2020-04-09,0923,10217.51,1605750,14630463,1194354,4335517,378065,1427210,42850
Y9999,2020-04-09,0924,10215.57,1663315,14689460,1235961,4388270,389391,1465339,44198
Y9999,2020-04-09,0925,10212.67,1718680,14828519,1277172,4446679,400777,1502908,45384
Y9999,2020-04-09,0926,10198.8,1765475,14897138,1313583,4512706,414400,1554749,46817
Y9999,2020-04-09,0927,10196.56,1812463,14799268,1351110,4549093,425882,1596429,48005
Y9999,2020-04-09,0928,10190.95,1865076,14890715,1391154,4601805,436373,1630622,49023
Y9999,2020-04-09,0929,10187.37,1914015,14897326,1427164,4645881,446977,1665709,50203
Y9999,2020-04-09,0930,10184.26,1959923,15068308,1461709,4709666,457271,1700230,51326
Y9999,2020-04-09,0931,10171.92,2012553,15178357,1503360,4760163,470654,1753052,52811
Y9999,2020-04-09,0932,10172.23,2060295,15185277,1540419,4794494,480859,1788990,53955
Y9999,2020-04-09,0933,10156.72,2122454,15215158,1589036,4871385,495842,1842096,55544
Y9999,2020-04-09,0934,10152.18,2191181,15133541,1642601,4899063,511507,1900041,57210
Y9999,2020-04-09,0935,10145.04,2263903,15168790,1699752,4980654,525745,1950894,58756
Y9999,2020-04-09,0936,10142.87,2346334,15304659,1758719,5037346,541173,2011102,60419
Y9999,2020-04-09,0937,10143.85,2410928,15455449,1803762,5099444,550813,2042125,61427
Y9999,2020-04-09,0938,10150.85,2479209,15397496,1849028,5099191,560551,2075911,62581
Y9999,2020-04-09,0939,10157.28,2541997,15497740,1888441,5141240,568640,2101626,63577
Y9999,2020-04-09,0940,10137.95,2623681,15097848,1946476,5035947,581067,2143792,65130
Y9999,2020-04-09,0941,10141.18,2679411,15644714,1986274,5277327,590634,2185050,66032
Y9999,2020-04-09,0942,10134.2,2722640,15703863,2018181,5318161,596850,2204247,66682
Y9999,2020-04-09,0943,10132.33,2767764,15773677,2054587,5357303,604408,2231229,67521
Y9999,2020-04-09,0944,10130.39,2814595,15810657,2088956,5417919,611243,2254463,68214
Y9999,2020-04-09,0945,10129.25,2856011,15854106,2119760,5444264,617964,2277815,68933
Y9999,2020-04-09,0946,10127.29,2895378,15908705,2149345,5487820,626471,2311456,69587
Y9999,2020-04-09,0947,10132.31,2939962,15848643,2181960,5470790,632258,2329843,70209
Y9999,2020-04-09,0948,10128.86,2983001,15956093,2214858,5539133,638090,2349932,70784
Y9999,2020-04-09,0949,10126.44,3013380,16011544,2240567,5566678,643373,2367679,71233
Y9999,2020-04-09,0950,10128.56,3049719,15981752,2267685,5537622,648689,2386264,71770
Y9999,2020-04-09,0951,10132.07,3088358,16021033,2295697,5600409,656332,2414082,72371
Y9999,2020-04-09,0952,10133.64,3126950,16105068,2322748,5626440,661399,2429107,72884
Y9999,2020-04-09,0953,10136.12,3162002,16081513,2346936,5633304,666294,2444898,73372
Y9999,2020-04-09,0954,10142.71,3202298,16139237,2373632,5670281,672458,2464589,74016
Y9999,2020-04-09,0955,10145.56,3246684,16080912,2403519,5641896,679537,2485775,74804
Y9999,2020-04-09,0956,10159.2,3292535,16216903,2433692,5700408,688137,2516845,75653
Y9999,2020-04-09,0957,10162.98,3333139,16237790,2460754,5719142,694083,2534495,76314
Y9999,2020-04-09,0958,10158.89,3369967,16253422,2488138,5742168,699366,2550391,76897
Y9999,2020-04-09,0959,10158.19,3403256,16294374,2514492,5777490,704253,2566653,77459
Y9999,2020-04-09,1000,10155.69,3433561,16294290,2537765,5801428,708595,2580246,77911
Y9999,2020-04-09,1001,10156.33,3462152,16364854,2561045,5816392,713926,2602161,78365
Y9999,2020-04-09,1002,10154.65,3486707,16385989,2581997,5833245,717712,2616918,78746
Y9999,2020-04-09,1003,10146.36,3517704,16370392,2606669,5860610,722374,2631386,79262
Y9999,2020-04-09,1004,10143.77,3544298,16405029,2630009,5885094,726690,2644588,79777
Y9999,2020-04-09,1005,10140.21,3567891,16420302,2649895,5901295,730598,2656435,80226
Y9999,2020-04-09,1006,10141.78,3597231,16427153,2673434,5922854,735666,2675775,80688
Y9999,2020-04-09,1007,10140.38,3623110,16403923,2692794,5932111,738922,2685052,81035
Y9999,2020-04-09,1008,10139.39,3651576,16424980,2713771,5936058,742355,2695192,81388
Y9999,2020-04-09,1009,10147.27,3677439,16503212,2732129,5967583,745463,2704316,81679
Y9999,2020-04-09,1010,10145.42,3701196,16536624,2751000,5980939,748502,2714133,81976
Y9999,2020-04-09,1011,10143.68,3730300,16483906,2772349,5994399,753869,2738382,82399
Y9999,2020-04-09,1012,10145.15,3757712,16550134,2791740,6012122,757362,2750239,82739
Y9999,2020-04-09,1013,10145.95,3781157,16511811,2808930,6019115,760775,2761152,83080
Y9999,2020-04-09,1014,10153.01,3805506,16579115,2826687,6034754,763932,2771225,83382
Y9999,2020-04-09,1015,10148.27,3834137,16600044,2847479,6049823,767376,2783764,83743
Y9999,2020-04-09,1016,10150.34,3856387,16637408,2865554,6060583,771529,2801784,84110
Y9999,2020-04-09,1017,10155.7,3878778,16623926,2882468,6075296,774917,2812424,84473
Y9999,2020-04-09,1018,10161.22,3904485,16670956,2901649,6079440,778975,2826513,84935
Y9999,2020-04-09,1019,10159.31,3930169,16697413,2920870,6089131,782783,2837661,85350
Y9999,2020-04-09,1020,10160.68,3948739,16730284,2935825,6094863,786156,2849180,85708
Y9999,2020-04-09,1021,10159.59,3975387,16736674,2955398,6123974,790941,2868370,86164
Y9999,2020-04-09,1022,10159.79,3998977,16753408,2972839,6141097,794088,2878457,86465
Y9999,2020-04-09,1023,10163.18,4024749,16749653,2991525,6144265,797464,2890347,86896
Y9999,2020-04-09,1024,10157.21,4052723,16689433,3012248,6131901,800923,2902015,87397
Y9999,2020-04-09,1025,10152.02,4076711,16724417,3031511,6161587,804105,2911829,87769
Y9999,2020-04-09,1026,10154.18,4101048,16816800,3050199,6184500,808279,2926052,88208
Y9999,2020-04-09,1027,10150.21,4125927,16806354,3068624,6195247,811867,2936602,88632
Y9999,2020-04-09,1028,10146.47,4152232,16777997,3088708,6210910,815501,2948168,89121
Y9999,2020-04-09,1029,10147.73,4175464,16824206,3106797,6214951,818550,2957478,89492
Y9999,2020-04-09,1030,10151.44,4195929,16835119,3122437,6244017,821996,2968297,89869
Y9999,2020-04-09,1031,10145.5,4223212,16808669,3144587,6262306,827879,2990917,90466
Y9999,2020-04-09,1032,10136.86,4243577,16836701,3162238,6263683,831715,3003153,90874
Y9999,2020-04-09,1033,10134.37,4271350,16825071,3186167,6286750,837331,3018703,91577
Y9999,2020-04-09,1034,10130.62,4298956,16823379,3207990,6304034,842455,3036552,92250
Y9999,2020-04-09,1035,10128.74,4321971,16875794,3228170,6330328,847554,3053427,92794
Y9999,2020-04-09,1036,10130.52,4347476,16909357,3248100,6357641,852555,3072196,93257
Y9999,2020-04-09,1037,10127.64,4372206,16887852,3267996,6362283,856407,3083740,93684
Y9999,2020-04-09,1038,10130.33,4396986,16928285,3285941,6392052,859973,3095797,94073
Y9999,2020-04-09,1039,10129.67,4423400,16930441,3304285,6403337,863350,3106755,94411
Y9999,2020-04-09,1040,10129.56,4447904,16925558,3322040,6411821,866474,3117154,94739
Y9999,2020-04-09,1041,10134.76,4470260,16947887,3338137,6411051,870160,3130959,95035
Y9999,2020-04-09,1042,10125.21,4506232,16872738,3366472,6428869,875858,3148407,95854
Y9999,2020-04-09,1043,10116.99,4534536,16911816,3389952,6441387,880827,3164080,96405
Y9999,2020-04-09,1044,10114.7,4566385,16904717,3415976,6459494,887858,3187313,97259
Y9999,2020-04-09,1045,10106.52,4602032,16913501,3443526,6488723,896067,3211654,98342
Y9999,2020-04-09,1046,10113.15,4643497,16853428,3475504,6509974,904036,3237231,99307
Y9999,2020-04-09,1047,10112.98,4671590,17003788,3498433,6559240,909065,3252435,99800
Y9999,2020-04-09,1048,10109.03,4697296,17037265,3520096,6570937,913347,3265152,100199
