證券代碼,年月日,時間,指數,委託買進筆數,委託買進張數,委託賣出筆數,委託賣出張數,成交筆數,成交張數,成交金額
Y9999,2020-03-24,0932,9304.37,1929162,12333495,1166908,3073985,367402,1596242,43931
Y9999,2020-03-24,0933,9308.08,1975353,12383570,1196488,3109920,375273,1627231,44995
Y9999,2020-03-24,0934,9318.66,2013347,12332810,1220255,3132450,381623,1651161,45709
Y9999,2020-03-24,0935,9312.33,2048330,12436263,1242888,3171896,388482,1677583,46467
Y9999,2020-03-24,0936,9320.37,2084675,12472104,1265761,3201602,396373,1707851,47318
Y9999,2020-03-24,0937,9325.81,2128272,12394803,1292062,3233775,407162,1748870,48574
Y9999,2020-03-24,0938,9331.88,2178183,12512938,1322596,3268299,415129,1776480,49571
Y9999,2020-03-24,0939,9346.4,2223720,12414400,1350354,3291902,423617,1807851,50687
Y9999,2020-03-24,0940,9348.19,2267849,12602006,1377991,3334369,431784,1839049,51671
Y9999,2020-03-24,0941,9335.07,2327022,12507083,1415193,3361761,440571,1878219,52733
Y9999,2020-03-24,0942,9336.68,2377967,12709069,1448023,3411624,446635,1900308,53334
Y9999,2020-03-24,0943,9334.6,2419939,12651370,1475476,3436077,451859,1917148,53798
Y9999,2020-03-24,0944,9335.96,2458612,12735700,1500683,3462859,457444,1935610,54340
Y9999,2020-03-24,0945,9337.84,2498564,12647285,1525594,3477463,464595,1960719,55070
Y9999,2020-03-24,0946,9340.42,2538415,12855000,1551660,3513427,470841,1984967,55683
Y9999,2020-03-24,0947,9346.93,2574687,12933942,1576608,3550158,476859,2007987,56284
Y9999,2020-03-24,0948,9346.25,2608175,12971059,1599384,3584468,482207,2027581,56814
Y9999,2020-03-24,0949,9353.93,2645564,12837127,1624335,3595843,489601,2057597,57905
Y9999,2020-03-24,0950,9358.97,2681588,12954144,1647253,3627438,495746,2080641,58670
Y9999,2020-03-24,0951,9359.14,2711890,12907954,1668288,3664567,501362,2102205,59151
Y9999,2020-03-24,0952,9365.23,2747620,12906903,1691029,3692997,507807,2126645,59879
Y9999,2020-03-24,0953,9361.54,2781605,12895521,1712193,3715659,513965,2152411,60534
Y9999,2020-03-24,0954,9365.7,2814882,13004067,1733491,3740360,520324,2178020,61131
Y9999,2020-03-24,0955,9374.78,2850902,12979324,1755954,3763415,527566,2203809,62179
Y9999,2020-03-24,0956,9380.46,2886519,13023334,1778879,3791112,534479,2235465,62916
Y9999,2020-03-24,0957,9378.21,2915855,13049960,1796823,3810892,540657,2259864,63613
Y9999,2020-03-24,0958,9382.46,2944963,13102911,1814918,3838685,546447,2280424,64349
Y9999,2020-03-24,0959,9385.42,2976209,12965929,1834488,3842781,553319,2307835,65190
Y9999,2020-03-24,1000,9388.36,3008039,13119244,1856261,3880054,560170,2335406,65979
Y9999,2020-03-24,1001,9385.83,3043958,13216853,1880927,3911837,566857,2363540,66684
Y9999,2020-03-24,1002,9384.47,3081385,13242265,1906230,3954318,573387,2389746,67495
Y9999,2020-03-24,1003,9381.18,3112162,13275613,1928701,3985844,578850,2410270,68180
Y9999,2020-03-24,1004,9381.15,3144862,13299684,1951327,4007664,583935,2429463,68776
Y9999,2020-03-24,1005,9372.86,3185501,13282161,1977402,4030913,590030,2453655,69448
Y9999,2020-03-24,1006,9372.21,3218850,13298164,2000232,4051559,595076,2470665,69927
Y9999,2020-03-24,1007,9367.23,3253610,13374053,2023718,4087114,599913,2487553,70417
Y9999,2020-03-24,1008,9368.54,3282922,13411866,2043584,4112885,604710,2505219,70881
Y9999,2020-03-24,1009,9366.25,3312096,13401258,2062927,4129506,609914,2524321,71367
Y9999,2020-03-24,1010,9368.92,3343043,13446096,2083144,4157667,614480,2544338,71785
Y9999,2020-03-24,1011,9363.27,3370667,13517028,2100692,4181596,618711,2560766,72139
Y9999,2020-03-24,1012,9367.91,3400128,13459147,2118915,4196626,623115,2576620,72626
Y9999,2020-03-24,1013,9370.21,3429750,13416523,2137013,4210411,627861,2592902,73031
Y9999,2020-03-24,1014,9376.91,3456347,13488033,2154165,4233601,632466,2609148,73479
Y9999,2020-03-24,1015,9377.09,3479660,13550591,2168859,4251342,636952,2622892,73877
Y9999,2020-03-24,1016,9378.28,3505576,13621918,2184985,4272905,641654,2641547,74388
Y9999,2020-03-24,1017,9378.42,3529761,13612668,2200903,4266715,645506,2654354,74742
Y9999,2020-03-24,1018,9389.39,3553816,13610709,2216968,4298268,650596,2672821,75458
Y9999,2020-03-24,1019,9388.37,3580526,13636883,2234386,4320085,655500,2691517,76299
Y9999,2020-03-24,1020,9384.33,3609668,13756997,2252483,4343042,659535,2706124,76679
Y9999,2020-03-24,1021,9384.39,3634826,13746907,2267852,4355417,664129,2722970,77169
Y9999,2020-03-24,1022,9383.05,3662992,13709496,2284917,4371377,668112,2737224,77575
Y9999,2020-03-24,1023,9383.48,3686843,13701695,2300273,4388371,671943,2750583,77966
Y9999,2020-03-24,1024,9388.37,3710731,13750879,2315294,4403378,675739,2765697,78318
Y9999,2020-03-24,1025,9385.98,3732476,13752637,2329041,4419795,679729,2780165,78818
Y9999,2020-03-24,1026,9385.14,3757320,13711230,2343779,4437371,683965,2794723,79268
Y9999,2020-03-24,1027,9387.94,3784859,13682999,2360099,4449129,688387,2809260,79815
Y9999,2020-03-24,1028,9396.12,3814270,13736531,2378201,4466710,693321,2828391,80418
Y9999,2020-03-24,1029,9398.18,3840729,13669273,2393562,4481927,697608,2842218,80920
Y9999,2020-03-24,1030,9398.38,3864399,13854345,2407484,4504783,701297,2856104,81257
Y9999,2020-03-24,1031,9398.9,3892391,13879933,2424798,4526609,706486,2875863,81874
Y9999,2020-03-24,1032,9399.45,3915532,13871050,2439993,4531020,710745,2892319,82416
Y9999,2020-03-24,1033,9403.43,3942872,13900612,2457755,4554158,716925,2915308,83418
Y9999,2020-03-24,1034,9408.66,3966072,13853064,2472582,4567574,721437,2930043,83989
Y9999,2020-03-24,1035,9405.57,3992561,13989933,2489071,4601125,725375,2944891,84421
Y9999,2020-03-24,1036,9402.5,4018345,13915723,2504662,4614024,731218,2969121,85036
Y9999,2020-03-24,1037,9406.68,4046162,13987597,2522891,4653068,736768,2995102,85621
Y9999,2020-03-24,1038,9410.25,4071577,14061097,2538384,4671033,741597,3014215,86163
Y9999,2020-03-24,1039,9411.16,4094533,14052825,2552235,4681546,745329,3027212,86513
Y9999,2020-03-24,1040,9414.05,4118729,13967694,2566544,4703769,749364,3045050,86926
Y9999,2020-03-24,1041,9409.27,4149998,13959446,2586153,4717645,754222,3070233,87521
Y9999,2020-03-24,1042,9413.04,4175268,14128308,2602188,4751772,758552,3088327,87899
Y9999,2020-03-24,1043,9411.76,4201477,14162471,2618562,4769361,762458,3103426,88215
Y9999,2020-03-24,1044,9413.27,4222897,14092498,2631048,4779835,766040,3115813,88533
Y9999,2020-03-24,1045,9408.8,4250636,14148431,2647791,4791234,769400,3127526,88833
Y9999,2020-03-24,1046,9412.76,4274170,14203586,2664038,4804173,773330,3145335,89192
Y9999,2020-03-24,1047,9407.87,4293299,14241641,2676276,4818743,776472,3155862,89478
Y9999,2020-03-24,1048,9409.63,4312753,14272281,2690338,4835396,779770,3167388,89821
Y9999,2020-03-24,1049,9399.52,4337294,14162383,2706602,4842230,783638,3181250,90377
Y9999,2020-03-24,1050,9393.16,4356216,14263415,2720067,4862609,787025,3192097,90681
Y9999,2020-03-24,1051,9392.67,4378193,14240491,2733590,4879461,790965,3206894,91087
Y9999,2020-03-24,1052,9392.58,4399162,14274412,2746681,4896026,794328,3219756,91364
Y9999,2020-03-24,1053,9392.8,4420050,14302569,2759602,4902543,797834,3232691,91689
Y9999,2020-03-24,1054,9392.55,4438153,14334061,2770993,4916409,800773,3242099,91937
Y9999,2020-03-24,1055,9397.41,4457799,14339774,2782955,4925774,803914,3253917,92218
Y9999,2020-03-24,1056,9395.46,4476953,14330971,2795000,4945939,807603,3269472,92521
Y9999,2020-03-24,1057,9397.27,4497089,14305172,2806991,4968726,810917,3286074,92827
Y9999,2020-03-24,1058,9400.42,4517106,14284122,2819061,4980375,814109,3300069,93133
Y9999,2020-03-24,1059,9398.72,4538224,14327738,2831960,4995468,817412,3313851,93413
Y9999,2020-03-24,1100,9398.52,4556718,14340081,2842901,5009918,820688,3326160,93699
Y9999,2020-03-24,1101,9397.79,4581064,14412510,2857636,5031224,824907,3342528,94156
Y9999,2020-03-24,1102,9392.47,4599816,14416879,2870055,5047589,828218,3354018,94446
Y9999,2020-03-24,1103,9391.29,4622885,14481173,2884596,5070172,831541,3365286,94725
Y9999,2020-03-24,1104,9391.96,4642011,14555003,2896536,5083712,834492,3374945,94974
Y9999,2020-03-24,1105,9391.51,4661277,14439292,2908516,5091263,837730,3387664,95293
Y9999,2020-03-24,1106,9391.62,4681922,14329318,2920682,5106684,841845,3403548,95715
Y9999,2020-03-24,1107,9385.88,4702428,14448872,2933371,5121141,845375,3416523,96117
Y9999,2020-03-24,1108,9385.19,4724196,14448264,2946467,5137150,848987,3427975,96461
Y9999,2020-03-24,1109,9379.89,4747151,14501315,2959941,5155841,852552,3440454,96831
Y9999,2020-03-24,1110,9383.0,4766498,14428590,2971909,5158271,856117,3452390,97187
Y9999,2020-03-24,1111,9376.62,4793466,14403892,2987835,5179726,860755,3472571,97727
Y9999,2020-03-24,1112,9370.31,4824993,14512774,3005426,5202017,865020,3489998,98248
Y9999,2020-03-24,1113,9374.14,4850679,14509234,3021781,5214675,869122,3505359,98663
Y9999,2020-03-24,1114,9345.26,4912724,14243050,3058000,5221025,879628,3559395,100258
Y9999,2020-03-24,1115,9343.94,4956050,14452549,3084118,5269574,884283,3578273,100786
Y9999,2020-03-24,1116,9347.27,4987927,14559932,3104066,5297423,889123,3597153,101264
Y9999,2020-03-24,1117,9350.73,5015566,14657180,3121490,5317348,893119,3613316,101645
Y9999,2020-03-24,1118,9352.51,5052873,14589876,3143042,5324540,896798,3625467,102010
Y9999,2020-03-24,1119,9351.01,5083564,14664338,3160981,5347390,900160,3636440,102336
Y9999,2020-03-24,1120,9356.47,5106167,14750621,3175161,5360943,903330,3646928,102616
Y9999,2020-03-24,1121,9351.87,5132548,14599867,3191222,5369290,907016,3662015,102932
Y9999,2020-03-24,1122,9350.72,5163245,14680656,3210242,5388301,910113,3673029,103218
Y9999,2020-03-24,1123,9350.89,5185996,14733349,3223523,5408109,913038,3683094,103455
Y9999,2020-03-24,1124,9350.8,5209451,14820602,3238028,5433766,916225,3694624,103747
Y9999,2020-03-24,1125,9349.88,5232187,14781946,3251545,5432342,919341,3706107,104003
Y9999,2020-03-24,1126,9351.21,5251479,14852432,3263211,5450755,922629,3719002,104262
Y9999,2020-03-24,1127,9351.81,5270522,14860643,3274556,5460852,925522,3728780,104479
Y9999,2020-03-24,1128,9352.75,5286794,14785091,3284176,5466991,928105,3736266,104677
Y9999,2020-03-24,1129,9354.68,5306531,14852168,3295774,5473855,930967,3745087,104921
Y9999,2020-03-24,1130,9360.53,5333508,14814731,3310834,5490148,934582,3756258,105389
Y9999,2020-03-24,1131,9362.58,5357720,14948652,3325270,5501558,938343,3770310,105693
Y9999,2020-03-24,1132,9357.51,5374080,14961281,3334956,5512972,941106,3780560,105983
Y9999,2020-03-24,1133,9357.72,5394165,14937729,3347064,5520351,943739,3789578,106211
Y9999,2020-03-24,1134,9356.42,5410862,14824142,3356688,5530767,946352,3799042,106449
Y9999,2020-03-24,1135,9361.17,5425654,14920771,3366333,5546309,948736,3806676,106626
Y9999,2020-03-24,1136,9351.44,5447928,14821047,3379255,5552385,952013,3818960,106943
Y9999,2020-03-24,1137,9349.55,5470858,14827871,3392379,5562559,954954,3830876,107209
Y9999,2020-03-24,1138,9351.67,5491949,14818824,3404939,5577810,958635,3845899,107571
Y9999,2020-03-24,1139,9343.81,5520928,14860169,3422052,5596036,963058,3860935,107986
Y9999,2020-03-24,1140,9339.86,5547764,14988527,3438219,5617541,966792,3875484,108349
Y9999,2020-03-24,1141,9339.81,5570480,14920574,3452232,5634060,970748,3891526,108681
Y9999,2020-03-24,1142,9346.04,5593261,14976814,3465418,5646293,973850,3904423,108950
Y9999,2020-03-24,1143,9336.2,5625590,14960743,3483839,5662422,978756,3930191,109515
Y9999,2020-03-24,1144,9329.24,5660423,14917424,3504327,5683903,983258,3945388,110007
Y9999,2020-03-24,1145,9333.1,5685992,15013881,3518385,5701239,987038,3958515,110314
Y9999,2020-03-24,1146,9320.36,5718439,15097261,3537999,5718980,992302,3982967,110905
Y9999,2020-03-24,1147,9322.49,5745624,15025009,3554942,5729899,996006,3997757,111234
Y9999,2020-03-24,1148,9324.29,5771401,15114727,3570907,5751592,999290,4009122,111502
Y9999,2020-03-24,1149,9322.52,5790810,15146818,3583038,5764386,1002343,4018956,111735
Y9999,2020-03-24,1150,9327.16,5810021,15183728,3595144,5779489,1005861,4030239,112068
Y9999,2020-03-24,1151,9320.7,5833695,15085031,3609532,5800318,1010104,4046897,112417
Y9999,2020-03-24,1152,9325.13,5857834,14994909,3622996,5800512,1013194,4058541,112693
Y9999,2020-03-24,1153,9329.89,5883581,15055140,3637836,5814533,1016118,4067395,112914
Y9999,2020-03-24,1154,9323.52,5905766,15166950,3650019,5835739,1019123,4077672,113212
Y9999,2020-03-24,1155,9312.36,5926775,15123362,3661783,5839214,1022388,4088213,113556
Y9999,2020-03-24,1156,9320.26,5955205,15115232,3676997,5855087,1025911,4100172,113897
Y9999,2020-03-24,1157,9314.44,5982590,14940961,3692224,5864369,1028812,4109815,114149
Y9999,2020-03-24,1158,9310.07,6008931,15118116,3707519,5870404,1031485,4117935,114371
Y9999,2020-03-24,1159,9308.72,6034426,15094228,3722424,5883932,1034937,4128801,114683
Y9999,2020-03-24,1200,9303.24,6058763,15081724,3736842,5899055,1038109,4139258,114973
Y9999,2020-03-24,1201,9306.13,6080535,15246830,3749797,5918935,1041522,4152300,115247
Y9999,2020-03-24,1202,9294.91,6108212,15186211,3765688,5937499,1045776,4167719,115667
Y9999,2020-03-24,1203,9295.13,6131986,15266170,3780405,5951608,1049429,4180814,116008
Y9999,2020-03-24,1204,9291.4,6151149,15278959,3792487,5963385,1053032,4193971,116341
Y9999,2020-03-24,1205,9291.49,6171590,15304718,3804544,5979544,1056146,4204462,116644
Y9999,2020-03-24,1206,9297.75,6195401,15185687,3818694,5984112,1059585,4218613,116920
Y9999,2020-03-24,1207,9299.16,6216136,15303130,3830452,5999740,1062570,4230707,117165
Y9999,2020-03-24,1208,9300.72,6236934,15368647,3842035,6012205,1065569,4241454,117410
Y9999,2020-03-24,1209,9301.87,6256704,15319326,3853178,6012684,1067977,4248401,117601
Y9999,2020-03-24,1210,9298.15,6278226,15309318,3865138,6030199,1070483,4256849,117806
Y9999,2020-03-24,1211,9302.73,6298235,15258978,3876210,6037809,1073672,4270069,118121
Y9999,2020-03-24,1212,9304.04,6316863,15390782,3886637,6054186,1076405,4279483,118330
Y9999,2020-03-24,1213,9300.19,6338920,15379383,3897305,6066509,1079819,4292089,118623
Y9999,2020-03-24,1214,9301.26,6360353,15319579,3907592,6074099,1082496,4301839,118837
Y9999,2020-03-24,1215,9296.18,6378662,15430517,3917167,6085666,1085216,4312212,119067
Y9999,2020-03-24,1216,9301.31,6394842,15479017,3926393,6099743,1088032,4322032,119284
Y9999,2020-03-24,1217,9304.72,6415583,15481910,3937600,6102100,1091504,4335737,119627
Y9999,2020-03-24,1218,9304.56,6432836,15504035,3947556,6111373,1094383,4344520,119850
Y9999,2020-03-24,1219,9306.42,6447462,15558347,3956577,6119055,1097219,4353672,120080
Y9999,2020-03-24,1220,9310.82,6466347,15455353,3967963,6134879,1100356,4366029,120350
Y9999,2020-03-24,1221,9313.7,6490148,15384326,3981493,6141282,1104701,4382905,120731
Y9999,2020-03-24,1222,9320.68,6513338,15468857,3994142,6155259,1107884,4393255,121010
Y9999,2020-03-24,1223,9321.37,6534465,15403665,4004905,6164808,1111100,4403228,121291
Y9999,2020-03-24,1224,9328.32,6555608,15447550,4016399,6169433,1114187,4412905,121559
Y9999,2020-03-24,1225,9328.97,6575898,15573671,4027651,6187132,1117123,4422980,121803
Y9999,2020-03-24,1226,9329.3,6596778,15453422,4039745,6192494,1120709,4434883,122104
Y9999,2020-03-24,1227,9326.61,6616014,15454964,4050733,6202835,1123962,4445850,122408
Y9999,2020-03-24,1228,9335.4,6636371,15508584,4061563,6219584,1126903,4456332,122653
Y9999,2020-03-24,1229,9335.8,6656049,15588852,4071700,6227122,1129897,4467907,122893
Y9999,2020-03-24,1230,9338.45,6677524,15616023,4082854,6236540,1133304,4480617,123193
Y9999,2020-03-24,1231,9333.09,6693360,15757558,4091901,6248436,1136512,4491711,123459
Y9999,2020-03-24,1232,9334.4,6708404,15782951,4100358,6257422,1139554,4500378,123745
Y9999,2020-03-24,1233,9327.91,6723891,15695756,4109341,6260264,1142563,4510681,123993
Y9999,2020-03-24,1234,9333.88,6741650,15714406,4120319,6275072,1145573,4519199,124239
Y9999,2020-03-24,1235,9327.51,6759998,15735622,4130441,6287443,1148948,4529336,124533
Y9999,2020-03-24,1236,9326.87,6782989,15641495,4142648,6291044,1152155,4541307,124824
Y9999,2020-03-24,1237,9332.37,6801052,15744076,4152394,6314032,1154898,4550725,125078
Y9999,2020-03-24,1238,9332.23,6819449,15711131,4162028,6321894,1157805,4560869,125317
Y9999,2020-03-24,1239,9330.85,6836714,15668214,4171664,6329420,1160605,4570238,125526
Y9999,2020-03-24,1240,9327.39,6854287,15704332,4181174,6340013,1163782,4581829,125770
Y9999,2020-03-24,1241,9329.49,6873894,15753666,4191978,6348825,1167460,4595184,126083
Y9999,2020-03-24,1242,9335.79,6891691,15701923,4201556,6360637,1170741,4607210,126331
Y9999,2020-03-24,1243,9335.41,6912194,15750101,4212613,6368338,1174505,4619386,126752
Y9999,2020-03-24,1244,9334.6,6933559,15684189,4224272,6388506,1177791,4631127,127038
Y9999,2020-03-24,1245,9337.02,6952122,15726254,4234425,6394258,1180776,4640137,127273
Y9999,2020-03-24,1246,9337.84,6970995,15831193,4245555,6406921,1184179,4654242,127543
Y9999,2020-03-24,1247,9333.53,6992925,15854380,4257754,6431985,1187402,4666196,127833
Y9999,2020-03-24,1248,9333.32,7008347,15945444,4266950,6442603,1190414,4677901,128056
Y9999,2020-03-24,1249,9333.41,7026586,15838945,4277235,6449305,1193441,4688730,128295
Y9999,2020-03-24,1250,9333.66,7041103,15974802,4285447,6461660,1196490,4699637,128528
Y9999,2020-03-24,1251,9336.16,7061188,15795204,4296510,6469272,1200497,4715389,128856
Y9999,2020-03-24,1252,9336.39,7080199,15908362,4307140,6485586,1203594,4729722,129124
Y9999,2020-03-24,1253,9333.92,7097223,15905574,4316361,6497176,1206636,4739840,129371
Y9999,2020-03-24,1254,9336.32,7113193,15902112,4325056,6512006,1210000,4751041,129699
Y9999,2020-03-24,1255,9335.43,7131084,15952972,4334576,6526912,1213680,4763874,130015
Y9999,2020-03-24,1256,9334.77,7148228,15966163,4344015,6536248,1217173,4778929,130300
Y9999,2020-03-24,1257,9329.55,7165138,15946285,4353515,6545119,1220586,4791951,130604
Y9999,2020-03-24,1258,9329.41,7185325,15932746,4365214,6565548,1224035,4806509,130940
Y9999,2020-03-24,1259,9334.06,7205281,15981762,4376685,6576630,1227836,4820609,131252
Y9999,2020-03-24,1300,9333.61,7223746,16030452,4387140,6596858,1231493,4833574,131544
Y9999,2020-03-24,1301,9325.73,7250673,16037093,4403944,6596734,1235902,4852381,131913
Y9999,2020-03-24,1302,9324.49,7276962,16101371,4420282,6628926,1240242,4869111,132353
Y9999,2020-03-24,1303,9328.39,7301461,16070979,4435379,6644135,1243898,4882244,132658
Y9999,2020-03-24,1304,9315.29,7325438,16058402,4450391,6651899,1248032,4897374,133140
Y9999,2020-03-24,1305,9309.52,7351166,16077426,4466125,6676306,1251870,4910276,133461
Y9999,2020-03-24,1306,9309.82,7373775,16065844,4480763,6668531,1256474,4926346,133831
Y9999,2020-03-24,1307,9310.85,7398812,15968172,4495904,6684607,1260763,4945229,134218
Y9999,2020-03-24,1308,9310.23,7424831,16029782,4511450,6707300,1264925,4960164,134582
Y9999,2020-03-24,1309,9312.07,7449694,16106219,4525832,6724267,1269661,4977731,134941
Y9999,2020-03-24,1310,9316.04,7468947,16116378,4537208,6742846,1273997,4993971,135309
Y9999,2020-03-24,1311,9317.59,7493153,16040662,4551277,6751368,1278749,5016087,135853
Y9999,2020-03-24,1312,9317.71,7515998,16110491,4565023,6777429,1282774,5031428,136184
Y9999,2020-03-24,1313,9316.51,7539696,16124051,4578896,6790329,1287318,5047747,136571
Y9999,2020-03-24,1314,9316.63,7561090,16141918,4591641,6803204,1291878,5063266,136932
